"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2000-03-07 11:51:36,142272","202.77.162.213","172.16.115.5","ICMP","60","Echo (ping) request  id=0x0801, seq=2574/3594, ttl=253 (no response found!)"
"2","2000-03-07 11:51:36,142481","172.16.112.194","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=2574/3594, ttl=64"
"3","2000-03-07 11:51:36,522920","202.77.162.213","172.16.115.20","ICMP","60","Echo (ping) request  id=0x0801, seq=6414/3609, ttl=253 (reply in 4)"
"4","2000-03-07 11:51:36,523117","172.16.115.20","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=6414/3609, ttl=255 (request in 3)"
"5","2000-03-07 11:51:38,224662","202.77.162.213","172.16.115.87","ICMP","60","Echo (ping) request  id=0x0801, seq=23566/3676, ttl=253 (reply in 6)"
"6","2000-03-07 11:51:38,225436","172.16.115.87","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=23566/3676, ttl=64 (request in 5)"
"7","2000-03-07 11:51:41,955315","202.77.162.213","172.16.115.234","ICMP","60","Echo (ping) request  id=0x0801, seq=61198/3823, ttl=253 (no response found!)"
"8","2000-03-07 11:51:41,955526","172.16.112.194","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=61198/3823, ttl=64"
"9","2000-03-07 11:51:50,267161","202.77.162.213","172.16.113.50","ICMP","60","Echo (ping) request  id=0x0801, seq=13583/3893, ttl=253 (reply in 10)"
"10","2000-03-07 11:51:50,267354","172.16.113.50","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=13583/3893, ttl=255 (request in 9)"
"11","2000-03-07 11:51:51,133917","202.77.162.213","172.16.113.84","ICMP","60","Echo (ping) request  id=0x0801, seq=22287/3927, ttl=253 (no response found!)"
"12","2000-03-07 11:51:51,134111","172.16.112.194","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=22287/3927, ttl=64"
"13","2000-03-07 11:51:51,667931","202.77.162.213","172.16.113.105","ICMP","60","Echo (ping) request  id=0x0801, seq=27663/3948, ttl=253 (reply in 14)"
"14","2000-03-07 11:51:51,668699","172.16.113.105","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=27663/3948, ttl=64 (request in 13)"
"15","2000-03-07 11:51:52,761594","202.77.162.213","172.16.113.148","ICMP","60","Echo (ping) request  id=0x0801, seq=38671/3991, ttl=253 (reply in 16)"
"16","2000-03-07 11:51:52,762437","172.16.113.148","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=38671/3991, ttl=64 (request in 15)"
"17","2000-03-07 11:51:53,271311","202.77.162.213","172.16.113.168","ICMP","60","Echo (ping) request  id=0x0801, seq=43791/4011, ttl=253 (no response found!)"
"18","2000-03-07 11:51:53,271560","172.16.112.194","202.77.162.213","ICMP","60","Echo (ping) reply    id=0x0801, seq=43791/4011, ttl=64"
"19","2000-03-07 11:51:53,296596","202.77.162.213","172.16.113.169","ICMP","60","Echo (ping) request  id=0x0801, seq=44047/4012, ttl=253 (no response found!)"
