"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 13:20:30,377422","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"2","2014-08-08 13:20:30,482835","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"3","2014-08-08 13:20:30,605786","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"4","2014-08-08 13:20:30,623980","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"5","2014-08-08 13:20:30,624306","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=767038 TSecr=1889738967"
"6","2014-08-08 13:20:30,634814","50.19.128.88","10.5.1.107","TCP","78","[TCP Dup ACK 4#1] 443  >  33110 [ACK] Seq=102 Ack=102 Win=1909 Len=0 TSval=1889738969 TSecr=767003 SLE=1 SRE=102"
"7","2014-08-08 13:20:30,698435","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"8","2014-08-08 13:20:30,699003","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1003750395 TSecr=1889738999"
"9","2014-08-08 13:20:30,821549","10.5.1.2","23.203.220.244","TLSv1.2","1175","Application Data"
"10","2014-08-08 13:20:30,844798","23.203.220.244","10.5.1.2","TLSv1.2","391","Application Data"
"11","2014-08-08 13:20:30,845313","10.5.1.2","23.203.220.244","TCP","66","47195  >  443 [ACK] Seq=1110 Ack=326 Win=331 Len=0 TSval=1615450 TSecr=3038517168"
"12","2014-08-08 13:20:30,881741","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"13","2014-08-08 13:20:30,976685","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"14","2014-08-08 13:20:30,977135","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=471133597 TSecr=1889739069"
"15","2014-08-08 13:20:31,365708","10.5.18.2","10.5.1.2","TCP","66","50861  >  4444 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"16","2014-08-08 13:20:31,366266","10.5.1.2","10.5.18.2","TCP","66","4444  >  50861 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"17","2014-08-08 13:20:31,367004","10.5.18.2","10.5.1.2","TCP","60","50861  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"18","2014-08-08 13:20:31,367204","10.5.18.2","10.5.1.2","HTTP","98","GET /../../../../home/wdub/flag HTTP/1.0 "
"19","2014-08-08 13:20:31,367703","10.5.1.2","10.5.18.2","TCP","60","4444  >  50861 [ACK] Seq=1 Ack=45 Win=14720 Len=0"
"20","2014-08-08 13:20:31,370347","10.5.1.2","10.5.18.2","HTTP","290","HTTP/1.1 200 OK  (unk/unk)Continuation"
"21","2014-08-08 13:20:31,371183","10.5.18.2","10.5.1.2","TCP","60","50861  >  4444 [FIN, ACK] Seq=45 Ack=237 Win=65280 Len=0"
"22","2014-08-08 13:20:31,411229","10.5.1.2","10.5.18.2","TCP","60","4444  >  50861 [ACK] Seq=237 Ack=46 Win=14720 Len=0"
"23","2014-08-08 13:20:31,776353","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"24","2014-08-08 13:20:32,046793","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"25","2014-08-08 13:20:32,080953","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"26","2014-08-08 13:20:32,138867","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
