"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 13:10:30,267652","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=1 Ack=1 Win=331 Len=0 TSval=616948 TSecr=1889588892"
"2","2014-08-08 13:10:30,276751","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"3","2014-08-08 13:10:30,577403","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"4","2014-08-08 13:10:30,673193","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"5","2014-08-08 13:10:30,673649","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=470539899 TSecr=1889588993"
"6","2014-08-08 13:10:30,710334","10.5.1.106","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"7","2014-08-08 13:10:31,269578","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"8","2014-08-08 13:10:31,364228","50.19.128.88","10.5.1.110","TLSv1.2","167","Application Data"
"9","2014-08-08 13:10:31,364471","10.5.1.110","50.19.128.88","TCP","66","42063  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=844833 TSecr=1889589166"
"10","2014-08-08 13:10:31,645916","10.5.1.103","107.20.214.173","TLSv1.2","1028","Application Data"
"11","2014-08-08 13:10:31,648156","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"12","2014-08-08 13:10:31,710699","10.5.1.106","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"13","2014-08-08 13:10:31,739508","107.20.214.173","10.5.1.103","TCP","66","443  >  55843 [ACK] Seq=1 Ack=963 Win=144 Len=0 TSval=912606733 TSecr=1003154144"
"14","2014-08-08 13:10:31,741354","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"15","2014-08-08 13:10:31,741871","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1003154239 TSecr=1889589260"
"16","2014-08-08 13:10:31,774110","107.20.214.173","10.5.1.103","TLSv1.2","588","Application Data"
"17","2014-08-08 13:10:31,774869","10.5.1.103","107.20.214.173","TCP","66","55843  >  443 [ACK] Seq=963 Ack=523 Win=8159 Len=0 TSval=1003154271 TSecr=912606741"
"18","2014-08-08 13:10:31,786381","10.5.1.108","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"19","2014-08-08 13:10:31,786392","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"20","2014-08-08 13:10:31,833916","50.19.128.88","10.5.1.103","TLSv1.2","183","Application Data"
"21","2014-08-08 13:10:31,834506","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=102 Ack=219 Win=8184 Len=0 TSval=1003154330 TSecr=1889589283"
"22","2014-08-08 13:10:31,894655","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"23","2014-08-08 13:10:31,987602","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
"24","2014-08-08 13:10:31,988002","10.5.1.2","50.19.128.88","TCP","66","59338  >  443 [ACK] Seq=134 Ack=134 Win=331 Len=0 TSval=1495679 TSecr=1889589321"
"25","2014-08-08 13:10:32,305465","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"26","2014-08-08 13:10:33,174412","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"27","2014-08-08 13:10:33,267360","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"28","2014-08-08 13:10:33,267579","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=617698 TSecr=1889589642"
"29","2014-08-08 13:10:33,578425","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"30","2014-08-08 13:10:33,676648","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"31","2014-08-08 13:10:33,677095","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=203 Ack=203 Win=8185 Len=0 TSval=470542875 TSecr=1889589743"
"32","2014-08-08 13:10:33,925459","WistronI_6c:7c:3e","Broadcom_72:00:3c","ARP","60","Who has 10.5.1.1? Tell 10.5.1.106"
"33","2014-08-08 13:10:33,925477","Broadcom_72:00:3c","WistronI_6c:7c:3e","ARP","60","10.5.1.1 is at 00:10:18:72:00:3c"
"34","2014-08-08 13:10:34,269836","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"35","2014-08-08 13:10:34,275468","10.5.1.102","23.212.52.35","TCP","66","52014  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=4 SACK_PERM"
"36","2014-08-08 13:10:34,277714","10.5.1.102","23.212.52.17","TCP","66","52015  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=4 SACK_PERM"
