"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-10 12:48:36,608919","10.5.1.108","74.125.224.182","TCP","78","52590  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897281877 TSecr=0 SACK_PERM"
"2","2014-08-10 12:48:37,310584","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"3","2014-08-10 12:48:37,428094","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"4","2014-08-10 12:48:37,716177","10.5.1.108","74.125.224.182","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52590  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897282918 TSecr=0 SACK_PERM"
"5","2014-08-10 12:48:38,276070","10.5.1.108","108.160.167.163","TCP","78","52592  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897283445 TSecr=0 SACK_PERM"
"6","2014-08-10 12:48:38,282508","10.5.1.108","239.255.255.250","SSDP","204","M-SEARCH * HTTP/1.1 "
"7","2014-08-10 12:48:38,285004","10.5.1.108","173.194.115.19","TCP","78","52593  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897283453 TSecr=0 SACK_PERM"
"8","2014-08-10 12:48:38,822888","10.5.1.108","74.125.224.182","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52590  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897283962 TSecr=0 SACK_PERM"
"9","2014-08-10 12:48:38,923924","10.5.1.108","74.125.129.84","TCP","62","52589  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"10","2014-08-10 12:48:39,335656","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"11","2014-08-10 12:48:39,427156","10.5.1.108","173.194.115.19","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52593  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897284532 TSecr=0 SACK_PERM"
"12","2014-08-10 12:48:39,427163","10.5.1.108","108.160.167.163","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52592  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897284532 TSecr=0 SACK_PERM"
"13","2014-08-10 12:48:39,504980","10.5.1.105","8.8.8.8","DNS","75","Standard query 0x83ef A ssl.gstatic.com"
"14","2014-08-10 12:48:40,486596","10.5.1.108","239.255.255.250","SSDP","204","M-SEARCH * HTTP/1.1 "
