"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 14:00:30,040357","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"2","2014-08-08 14:00:30,040606","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=1 Ack=102 Win=8185 Len=0 TSval=473508033 TSecr=1890338835"
"3","2014-08-08 14:00:30,165771","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"4","2014-08-08 14:00:30,258802","50.19.128.88","10.5.1.107","TCP","66","443  >  33110 [ACK] Seq=1 Ack=102 Win=1859 Len=0 TSval=1890338889 TSecr=1366925"
"5","2014-08-08 14:00:30,258808","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"6","2014-08-08 14:00:30,259049","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=1366948 TSecr=1890338889"
"7","2014-08-08 14:00:30,472664","HewlettP_4f:37:c4","Broadcom_72:00:3c","ARP","60","Who has 10.5.1.1? Tell 10.5.1.102"
"8","2014-08-08 14:00:30,472709","Broadcom_72:00:3c","HewlettP_4f:37:c4","ARP","60","10.5.1.1 is at 00:10:18:72:00:3c"
"9","2014-08-08 14:00:30,821443","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"10","2014-08-08 14:00:31,388257","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"11","2014-08-08 14:00:31,416960","108.160.167.39","10.5.1.103","HTTP","245","HTTP/1.1 200 OK  (text/plain)"
"12","2014-08-08 14:00:31,417478","10.5.1.103","108.160.167.39","TCP","66","55611  >  80 [ACK] Seq=1 Ack=180 Win=8180 Len=0 TSval=1006129251 TSecr=2265240826"
"13","2014-08-08 14:00:31,421505","10.5.1.103","108.160.167.39","HTTP","503","GET /subscribe?host_int=811528043&ns_map=80993152_219919586417536%2C344197442_3444907968834%2C82312106_584197864362%2C520426220_107894608620%2C81001423_9899980618703%2C85126871_5093916339927&user_id=50234687&nid=1392587634132009470&ts=1407520832 HTTP/1.1 "
"14","2014-08-08 14:00:31,443268","108.160.167.39","10.5.1.103","TCP","66","80  >  55611 [ACK] Seq=180 Ack=438 Win=83 Len=0 TSval=2265240833 TSecr=1006129254"
"15","2014-08-08 14:00:31,486548","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"16","2014-08-08 14:00:31,487149","10.5.1.103","50.19.128.88","TCP","66","56321  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1006129320 TSecr=1890339195"
"17","2014-08-08 14:00:31,525136","10.5.3.2","10.5.1.2","TCP","74","54265  >  4444 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1514523 TSecr=0 WS=128"
"18","2014-08-08 14:00:31,525635","10.5.1.2","10.5.3.2","TCP","74","4444  >  54265 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2095586 TSecr=1514523 WS=128"
"19","2014-08-08 14:00:31,526092","10.5.3.2","10.5.1.2","TCP","66","54265  >  4444 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1514523 TSecr=2095586"
