"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 13:45:30,100911","10.3.1.5","10.5.1.103","TLSv1.2","2962","Application Data, Application Data"
"2","2014-08-08 13:45:30,100963","10.3.1.5","10.5.1.103","TLSv1.2","5809","Application Data"
"3","2014-08-08 13:45:30,100978","10.3.1.5","10.5.1.103","TCP","1514","443  >  56176 [ACK] Seq=8640 Ack=1 Win=371 Len=1448 TSval=2746759 TSecr=1005232160 [TCP segment of a reassembled PDU]"
"4","2014-08-08 13:45:30,101013","10.3.1.5","10.5.1.103","TCP","4410","443  >  56176 [ACK] Seq=10088 Ack=1 Win=371 Len=4344 TSval=2746759 TSecr=1005232160 [TCP segment of a reassembled PDU]"
"5","2014-08-08 13:45:30,101613","10.5.1.103","10.3.1.5","TCP","66","56176  >  443 [ACK] Seq=1 Ack=2897 Win=8101 Len=0 TSval=1005232176 TSecr=2746759"
"6","2014-08-08 13:45:30,101807","10.5.1.103","10.3.1.5","TCP","66","56176  >  443 [ACK] Seq=1 Ack=5793 Win=8011 Len=0 TSval=1005232176 TSecr=2746759"
"7","2014-08-08 13:45:30,101965","10.3.1.5","10.5.1.103","TLSv1.2","5858","Application Data"
"8","2014-08-08 13:45:30,102059","10.5.1.103","10.3.1.5","TCP","66","56176  >  443 [ACK] Seq=1 Ack=8640 Win=7833 Len=0 TSval=1005232176 TSecr=2746759"
"9","2014-08-08 13:45:30,102309","10.5.1.103","10.3.1.5","TCP","66","56176  >  443 [ACK] Seq=1 Ack=11536 Win=7652 Len=0 TSval=1005232176 TSecr=2746759"
"10","2014-08-08 13:45:30,102408","10.3.1.5","10.5.1.103","TCP","1514","443  >  56176 [ACK] Seq=20224 Ack=1 Win=371 Len=1448 TSval=2746760 TSecr=1005232176 [TCP segment of a reassembled PDU]"
"11","2014-08-08 13:45:30,102468","10.3.1.5","10.5.1.103","TLSv1.2","5858","Application Data"
"12","2014-08-08 13:45:30,102525","10.3.1.5","10.5.1.103","TCP","2962","443  >  56176 [ACK] Seq=27464 Ack=1 Win=371 Len=2896 TSval=2746760 TSecr=1005232176 [TCP segment of a reassembled PDU]"
"13","2014-08-08 13:45:30,102613","10.5.1.103","10.3.1.5","TCP","66","56176  >  443 [ACK] Seq=1 Ack=14432 Win=7471 Len=0 TSval=1005232177 TSecr=2746759"
"14","2014-08-08 13:45:30,102625","10.5.1.103","10.3.1.5","TCP","66","[TCP Window Update] 56176  >  443 [ACK] Seq=1 Ack=14432 Win=7734 Len=0 TSval=1005232177 TSecr=2746759"
