"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 13:15:30,174139","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"2","2014-08-08 13:15:30,207934","10.5.1.102","81.171.106.194","UDP","60","59591  >  27019 Len=4"
"3","2014-08-08 13:15:30,266913","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"4","2014-08-08 13:15:30,267238","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=691948 TSecr=1889663892"
"5","2014-08-08 13:15:30,489479","10.5.1.106","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"6","2014-08-08 13:15:30,613323","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"7","2014-08-08 13:15:30,701291","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"8","2014-08-08 13:15:30,705125","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"9","2014-08-08 13:15:30,705727","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1003451883 TSecr=1889664001"
"10","2014-08-08 13:15:30,738473","10.5.1.102","81.171.106.194","TCP","66","52040  >  27019 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=4 SACK_PERM"
"11","2014-08-08 13:15:30,797178","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"12","2014-08-08 13:15:30,797628","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=470836579 TSecr=1889664024"
"13","2014-08-08 13:15:31,279553","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"14","2014-08-08 13:15:31,373742","50.19.128.88","10.5.1.110","TLSv1.2","167","Application Data"
"15","2014-08-08 13:15:31,373990","10.5.1.110","50.19.128.88","TCP","66","42063  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=919837 TSecr=1889664168"
"16","2014-08-08 13:15:31,443729","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"17","2014-08-08 13:15:31,812599","10.5.1.108","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"18","2014-08-08 13:15:31,812623","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"19","2014-08-08 13:15:31,972486","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"20","2014-08-08 13:15:32,063799","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
"21","2014-08-08 13:15:32,064338","10.5.1.2","50.19.128.88","TCP","66","59338  >  443 [ACK] Seq=134 Ack=134 Win=331 Len=0 TSval=1555694 TSecr=1889664341"
"22","2014-08-08 13:15:33,172785","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"23","2014-08-08 13:15:33,265774","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"24","2014-08-08 13:15:33,266072","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=203 Ack=203 Win=331 Len=0 TSval=692698 TSecr=1889664641"
"25","2014-08-08 13:15:33,404201","10.5.14.2","10.5.1.2","TCP","71","47501  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=1444 Len=5 TSval=6427902 TSecr=1554367"
"26","2014-08-08 13:15:33,406012","10.5.1.2","10.5.14.2","TCP","85","8888  >  47501 [PSH, ACK] Seq=1 Ack=6 Win=114 Len=19 TSval=1555962 TSecr=6427902"
"27","2014-08-08 13:15:33,406598","10.5.14.2","10.5.1.2","TCP","66","47501  >  8888 [ACK] Seq=6 Ack=20 Win=1444 Len=0 TSval=6427903 TSecr=1555962"
"28","2014-08-08 13:15:33,455734","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"29","2014-08-08 13:15:33,612915","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"30","2014-08-08 13:15:33,702078","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"31","2014-08-08 13:15:33,704209","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"32","2014-08-08 13:15:33,704550","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=203 Ack=203 Win=8185 Len=0 TSval=1003454869 TSecr=1889664751"
"33","2014-08-08 13:15:33,738099","10.5.1.102","81.171.106.194","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 52040  >  27019 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=4 SACK_PERM"
"34","2014-08-08 13:15:33,797702","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"35","2014-08-08 13:15:33,798005","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=203 Ack=203 Win=8185 Len=0 TSval=470839549 TSecr=1889664774"
"36","2014-08-08 13:15:34,279826","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"37","2014-08-08 13:15:34,374317","50.19.128.88","10.5.1.110","TLSv1.2","167","Application Data"
"38","2014-08-08 13:15:34,374567","10.5.1.110","50.19.128.88","TCP","66","42063  >  443 [ACK] Seq=203 Ack=203 Win=331 Len=0 TSval=920587 TSecr=1889664918"
"39","2014-08-08 13:15:34,449146","10.5.7.2","10.5.1.2","ICMP","98","Echo (ping) request  id=0x19ed, seq=1/256, ttl=62 (reply in 40)"
"40","2014-08-08 13:15:34,449550","10.5.1.2","10.5.7.2","ICMP","98","Echo (ping) reply    id=0x19ed, seq=1/256, ttl=64 (request in 39)"
"41","2014-08-08 13:15:34,542198","10.5.14.2","10.5.1.2","TCP","67","47501  >  8888 [PSH, ACK] Seq=6 Ack=20 Win=1444 Len=1 TSval=6428187 TSecr=1555962"
"42","2014-08-08 13:15:34,581094","10.5.1.2","10.5.14.2","TCP","66","8888  >  47501 [ACK] Seq=20 Ack=7 Win=114 Len=0 TSval=1556198 TSecr=6428187"
"43","2014-08-08 13:15:34,673384","10.5.13.2","10.5.1.2","TCP","60","50226  >  4444 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"44","2014-08-08 13:15:34,673771","10.5.1.2","10.5.13.2","TCP","60","4444  >  50226 [ACK] Seq=1 Ack=2 Win=115 Len=0"
"45","2014-08-08 13:15:34,972748","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"46","2014-08-08 13:15:35,064292","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
