"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 14:10:30,314026","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"2","2014-08-08 14:10:30,314324","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=1 Ack=102 Win=8185 Len=0 TSval=474100225 TSecr=1890488903"
"3","2014-08-08 14:10:30,450872","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"4","2014-08-08 14:10:30,547541","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"5","2014-08-08 14:10:30,547889","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=1517021 TSecr=1890488961"
"6","2014-08-08 14:10:30,736104","10.5.1.105","10.5.1.255","DB-LSP-DISC/JSON","229","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"7","2014-08-08 14:10:30,852450","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"8","2014-08-08 14:10:31,163601","10.5.11.2","10.5.1.2","TCP","74","59295  >  4444 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1664432 TSecr=0 WS=128"
"9","2014-08-08 14:10:31,163997","10.5.1.2","10.5.11.2","TCP","74","4444  >  59295 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2215514 TSecr=1664432 WS=128"
"10","2014-08-08 14:10:31,164492","10.5.11.2","10.5.1.2","TCP","66","59295  >  4444 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1664433 TSecr=2215514"
"11","2014-08-08 14:10:31,195150","10.5.11.2","10.5.1.2","TCP","143","59295  >  4444 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=77 TSval=1664441 TSecr=2215514"
"12","2014-08-08 14:10:31,195638","10.5.1.2","10.5.11.2","TCP","66","4444  >  59295 [ACK] Seq=1 Ack=78 Win=14592 Len=0 TSval=2215520 TSecr=1664441"
"13","2014-08-08 14:10:31,196138","10.5.11.2","10.5.1.2","TCP","1514","59295  >  4444 [ACK] Seq=78 Ack=1 Win=29312 Len=1448 TSval=1664441 TSecr=2215514"
"14","2014-08-08 14:10:31,196339","10.5.11.2","10.5.1.2","TCP","696","59295  >  4444 [PSH, ACK] Seq=1526 Ack=1 Win=29312 Len=630 TSval=1664441 TSecr=2215520"
"15","2014-08-08 14:10:31,196836","10.5.1.2","10.5.11.2","TCP","66","4444  >  59295 [ACK] Seq=1 Ack=1526 Win=17408 Len=0 TSval=2215521 TSecr=1664441"
"16","2014-08-08 14:10:31,196839","10.5.1.2","10.5.11.2","TCP","66","4444  >  59295 [ACK] Seq=1 Ack=2156 Win=20352 Len=0 TSval=2215521 TSecr=1664441"
"17","2014-08-08 14:10:31,197436","10.5.11.2","10.5.1.2","TCP","1514","59295  >  4444 [ACK] Seq=2156 Ack=1 Win=29312 Len=1448 TSval=1664441 TSecr=2215520"
"18","2014-08-08 14:10:31,197487","10.5.1.2","10.5.11.2","TCP","66","4444  >  59295 [RST, ACK] Seq=1 Ack=2156 Win=20352 Len=0 TSval=2215521 TSecr=1664441"
"19","2014-08-08 14:10:31,197788","10.5.11.2","10.5.1.2","TCP","1404","59295  >  4444 [PSH, ACK] Seq=3604 Ack=1 Win=29312 Len=1338 TSval=1664441 TSecr=2215521"
"20","2014-08-08 14:10:31,197938","10.5.1.2","10.5.11.2","TCP","60","4444  >  59295 [RST] Seq=1 Win=0 Len=0"
"21","2014-08-08 14:10:31,198285","10.5.1.2","10.5.11.2","TCP","60","4444  >  59295 [RST] Seq=1 Win=0 Len=0"
"22","2014-08-08 14:10:31,287641","10.5.2.2","10.5.1.2","TCP","74","38148  >  8888 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1664463 TSecr=0 WS=128"
"23","2014-08-08 14:10:31,288088","10.5.1.2","10.5.2.2","TCP","74","8888  >  38148 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2215539 TSecr=1664463 WS=128"
"24","2014-08-08 14:10:31,289490","10.5.2.2","10.5.1.2","TCP","66","38148  >  8888 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1664464 TSecr=2215539"
"25","2014-08-08 14:10:31,320041","10.5.2.2","10.5.1.2","TCP","124","38148  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=58 TSval=1664472 TSecr=2215539"
"26","2014-08-08 14:10:31,320540","10.5.1.2","10.5.2.2","TCP","66","8888  >  38148 [ACK] Seq=1 Ack=59 Win=14592 Len=0 TSval=2215545 TSecr=1664472"
"27","2014-08-08 14:10:31,321238","10.5.2.2","10.5.1.2","TCP","629","38148  >  8888 [PSH, ACK] Seq=59 Ack=1 Win=29312 Len=563 TSval=1664472 TSecr=2215545"
"28","2014-08-08 14:10:31,321794","10.5.1.2","10.5.2.2","TCP","66","8888  >  38148 [ACK] Seq=1 Ack=622 Win=17408 Len=0 TSval=2215546 TSecr=1664472"
"29","2014-08-08 14:10:31,407916","10.5.1.2","10.5.2.2","TCP","113","8888  >  38148 [PSH, ACK] Seq=1 Ack=622 Win=17408 Len=47 TSval=2215563 TSecr=1664472"
"30","2014-08-08 14:10:31,408496","10.5.2.2","10.5.1.2","TCP","66","38148  >  8888 [ACK] Seq=622 Ack=48 Win=29312 Len=0 TSval=1664494 TSecr=2215563"
"31","2014-08-08 14:10:31,410194","10.5.2.2","10.5.1.2","TCP","66","38148  >  8888 [FIN, ACK] Seq=622 Ack=48 Win=29312 Len=0 TSval=1664494 TSecr=2215563"
"32","2014-08-08 14:10:31,446702","10.5.1.2","10.5.2.2","TCP","66","8888  >  38148 [ACK] Seq=48 Ack=623 Win=17408 Len=0 TSval=2215571 TSecr=1664494"
"33","2014-08-08 14:10:31,735185","10.5.1.108","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"34","2014-08-08 14:10:31,735207","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"35","2014-08-08 14:10:31,979521","10.5.1.2","10.5.2.2","TCP","120","8888  >  38148 [PSH, ACK] Seq=48 Ack=623 Win=17408 Len=54 TSval=2215677 TSecr=1664494"
"36","2014-08-08 14:10:31,980070","10.5.2.2","10.5.1.2","TCP","60","38148  >  8888 [RST] Seq=623 Win=0 Len=0"
"37","2014-08-08 14:10:32,182362","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"38","2014-08-08 14:10:32,275045","50.19.128.88","10.5.1.110","TLSv1.2","167","Application Data"
"39","2014-08-08 14:10:32,275285","10.5.1.110","50.19.128.88","TCP","66","42228  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=1745070 TSecr=1890489393"
"40","2014-08-08 14:10:32,533206","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"41","2014-08-08 14:10:32,575302","10.5.1.2","17.172.208.53","TLSv1","77","Encrypted Alert"
"42","2014-08-08 14:10:32,575851","10.5.1.2","17.172.208.53","TCP","60","48699  >  443 [FIN, ACK] Seq=24 Ack=1 Win=32120 Len=0"
"43","2014-08-08 14:10:32,626501","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"44","2014-08-08 14:10:32,627052","10.5.1.103","50.19.128.88","TCP","66","56321  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1006728123 TSecr=1890489481"
"45","2014-08-08 14:10:32,670340","17.172.208.53","10.5.1.2","TCP","60","443  >  48699 [ACK] Seq=1 Ack=24 Win=40935 Len=0"
"46","2014-08-08 14:10:32,672345","17.172.208.53","10.5.1.2","TCP","60","443  >  48699 [FIN, ACK] Seq=1 Ack=25 Win=40935 Len=0"
"47","2014-08-08 14:10:32,672727","10.5.1.2","17.172.208.53","TCP","60","48699  >  443 [ACK] Seq=25 Ack=2 Win=32120 Len=0"
"48","2014-08-08 14:10:32,812058","10.5.1.107","129.97.167.4","NTP","90","NTP Version 4, client"
"49","2014-08-08 14:10:32,869756","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"50","2014-08-08 14:10:32,941343","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"51","2014-08-08 14:10:33,032311","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
"52","2014-08-08 14:10:33,032693","10.5.1.2","50.19.128.88","TCP","66","59338  >  443 [ACK] Seq=134 Ack=134 Win=331 Len=0 TSval=2215888 TSecr=1890489583"
"53","2014-08-08 14:10:33,221793","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"54","2014-08-08 14:10:33,316441","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"55","2014-08-08 14:10:33,316892","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=102 Ack=203 Win=8185 Len=0 TSval=474103209 TSecr=1890489653"
"56","2014-08-08 14:10:33,451894","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"57","2014-08-08 14:10:33,548029","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"58","2014-08-08 14:10:33,548328","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=203 Ack=203 Win=331 Len=0 TSval=1517771 TSecr=1890489711"
"59","2014-08-08 14:10:33,562754","10.3.1.5","10.5.1.103","TCP","66","443  >  56501 [FIN, ACK] Seq=1 Ack=1 Win=295 Len=0 TSval=3122610 TSecr=1006724135"
"60","2014-08-08 14:10:33,563155","10.5.1.103","10.3.1.5","TCP","66","56501  >  443 [ACK] Seq=1 Ack=2 Win=8192 Len=0 TSval=1006729055 TSecr=3122610"
"61","2014-08-08 14:10:34,888824","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"62","2014-08-08 14:10:35,181627","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"63","2014-08-08 14:10:35,274380","50.19.128.88","10.5.1.110","TLSv1.2","167","Application Data"
"64","2014-08-08 14:10:35,274581","10.5.1.110","50.19.128.88","TCP","66","42228  >  443 [ACK] Seq=203 Ack=203 Win=331 Len=0 TSval=1745819 TSecr=1890490143"
"65","2014-08-08 14:10:35,532312","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"66","2014-08-08 14:10:35,547144","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"67","2014-08-08 14:10:35,627159","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"68","2014-08-08 14:10:35,627554","10.5.1.103","50.19.128.88","TCP","66","56321  >  443 [ACK] Seq=203 Ack=203 Win=8185 Len=0 TSval=1006731114 TSecr=1890490231"
"69","2014-08-08 14:10:35,942415","10.5.1.2","50.19.128.88","TLSv1.2","199","Application Data"
"70","2014-08-08 14:10:36,034399","50.19.128.88","10.5.1.2","TLSv1.2","199","Application Data"
"71","2014-08-08 14:10:36,034802","10.5.1.2","50.19.128.88","TCP","66","59338  >  443 [ACK] Seq=267 Ack=267 Win=331 Len=0 TSval=2216488 TSecr=1890490333"
"72","2014-08-08 14:10:36,223892","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"73","2014-08-08 14:10:36,282196","10.5.8.2","10.5.1.2","TCP","74","59344  >  4444 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1665712 TSecr=0 WS=128"
"74","2014-08-08 14:10:36,282546","10.5.1.2","10.5.8.2","TCP","74","4444  >  59344 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2216538 TSecr=1665712 WS=128"
"75","2014-08-08 14:10:36,283045","10.5.8.2","10.5.1.2","TCP","66","59344  >  4444 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1665712 TSecr=2216538"
"76","2014-08-08 14:10:36,303212","10.5.8.2","10.5.1.2","TCP","150","59344  >  4444 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=84 TSval=1665718 TSecr=2216538"
"77","2014-08-08 14:10:36,303563","10.5.1.2","10.5.8.2","TCP","66","4444  >  59344 [ACK] Seq=1 Ack=85 Win=14592 Len=0 TSval=2216542 TSecr=1665718"
"78","2014-08-08 14:10:36,304146","10.5.8.2","10.5.1.2","TCP","858","59344  >  4444 [PSH, ACK] Seq=85 Ack=1 Win=29312 Len=792 TSval=1665718 TSecr=2216542"
"79","2014-08-08 14:10:36,304610","10.5.8.2","10.5.1.2","TCP","66","59344  >  4444 [FIN, ACK] Seq=877 Ack=1 Win=29312 Len=0 TSval=1665718 TSecr=2216542"
"80","2014-08-08 14:10:36,304660","10.5.1.2","10.5.8.2","TCP","66","4444  >  59344 [ACK] Seq=1 Ack=877 Win=17408 Len=0 TSval=2216542 TSecr=1665718"
"81","2014-08-08 14:10:36,305059","10.5.1.2","10.5.8.2","TCP","66","4444  >  59344 [RST, ACK] Seq=1 Ack=878 Win=17408 Len=0 TSval=2216542 TSecr=1665718"
"82","2014-08-08 14:10:36,319286","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"83","2014-08-08 14:10:36,319536","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=203 Ack=304 Win=8185 Len=0 TSval=474106189 TSecr=1890490404"
"84","2014-08-08 14:10:36,323479","10.5.8.2","10.5.1.2","TCP","74","38186  >  8888 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1665722 TSecr=0 WS=128"
"85","2014-08-08 14:10:36,323931","10.5.1.2","10.5.8.2","TCP","74","8888  >  38186 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2216546 TSecr=1665722 WS=128"
"86","2014-08-08 14:10:36,325142","10.5.8.2","10.5.1.2","TCP","66","38186  >  8888 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1665723 TSecr=2216546"
"87","2014-08-08 14:10:36,352681","10.5.8.2","10.5.1.2","TCP","147","38186  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=81 TSval=1665730 TSecr=2216546"
"88","2014-08-08 14:10:36,353132","10.5.1.2","10.5.8.2","TCP","66","8888  >  38186 [ACK] Seq=1 Ack=82 Win=14592 Len=0 TSval=2216552 TSecr=1665730"
"89","2014-08-08 14:10:36,353779","10.5.8.2","10.5.1.2","TCP","927","38186  >  8888 [PSH, ACK] Seq=82 Ack=1 Win=29312 Len=861 TSval=1665730 TSecr=2216552"
"90","2014-08-08 14:10:36,354296","10.5.1.2","10.5.8.2","TCP","66","8888  >  38186 [ACK] Seq=1 Ack=943 Win=17408 Len=0 TSval=2216552 TSecr=1665730"
"91","2014-08-08 14:10:36,452821","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"92","2014-08-08 14:10:36,453612","10.5.1.2","10.5.8.2","TCP","113","8888  >  38186 [PSH, ACK] Seq=1 Ack=943 Win=17408 Len=47 TSval=2216572 TSecr=1665730"
"93","2014-08-08 14:10:36,454018","10.5.8.2","10.5.1.2","TCP","66","38186  >  8888 [ACK] Seq=943 Ack=48 Win=29312 Len=0 TSval=1665755 TSecr=2216572"
"94","2014-08-08 14:10:36,455791","10.5.8.2","10.5.1.2","TCP","66","38186  >  8888 [FIN, ACK] Seq=943 Ack=48 Win=29312 Len=0 TSval=1665756 TSecr=2216572"
"95","2014-08-08 14:10:36,491663","10.5.1.2","10.5.8.2","TCP","66","8888  >  38186 [ACK] Seq=48 Ack=944 Win=17408 Len=0 TSval=2216580 TSecr=1665756"
"96","2014-08-08 14:10:36,549761","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"97","2014-08-08 14:10:36,550059","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=304 Ack=304 Win=331 Len=0 TSval=1518521 TSecr=1890490461"
"98","2014-08-08 14:10:36,927602","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
