"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-10 12:33:36,630812","10.5.1.108","74.125.129.84","TCP","62","51946  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"2","2014-08-10 12:33:37,034164","10.5.1.108","74.125.129.84","TCP","62","51947  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3","2014-08-10 12:33:37,044297","10.5.1.108","108.160.162.110","TCP","78","52065  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896429967 TSecr=0 SACK_PERM"
"4","2014-08-10 12:33:37,236136","10.5.1.108","184.51.102.16","TCP","78","52063  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896430158 TSecr=0 SACK_PERM"
"5","2014-08-10 12:33:37,428125","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"6","2014-08-10 12:33:37,539043","10.5.1.108","184.51.102.59","TCP","78","52064  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896430458 TSecr=0 SACK_PERM"
"7","2014-08-10 12:33:37,647966","10.5.1.105","8.8.8.8","DNS","74","Standard query 0xfd64 A www.google.com"
"8","2014-08-10 12:33:38,043926","10.5.1.108","74.125.224.181","TCP","62","51948  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"9","2014-08-10 12:33:38,054412","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"10","2014-08-10 12:33:38,144016","10.5.1.108","108.160.162.110","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52065  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896431059 TSecr=0 SACK_PERM"
"11","2014-08-10 12:33:38,447172","10.5.1.108","74.125.224.181","TCP","62","51949  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"12","2014-08-10 12:33:39,149937","10.5.1.108","108.160.162.110","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52065  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896432062 TSecr=0 SACK_PERM"
"13","2014-08-10 12:33:39,412712","10.5.1.105","8.8.8.8","DNS","83","Standard query 0x77e4 A googlemail.l.google.com"
"14","2014-08-10 12:33:39,751911","10.5.1.108","74.125.224.166","TCP","62","51955  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"15","2014-08-10 12:33:39,751922","10.5.1.108","74.125.224.166","TCP","62","51954  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"16","2014-08-10 12:33:39,751923","10.5.1.108","74.125.224.166","TCP","62","51953  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"17","2014-08-10 12:33:39,751925","10.5.1.108","74.125.224.166","TCP","62","51952  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"18","2014-08-10 12:33:39,751927","10.5.1.108","74.125.224.166","TCP","62","51951  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"19","2014-08-10 12:33:39,751929","10.5.1.108","74.125.224.166","TCP","62","51950  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"20","2014-08-10 12:33:39,852202","10.5.1.108","173.194.115.19","TCP","62","51956  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"21","2014-08-10 12:33:40,078886","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"22","2014-08-10 12:33:40,153161","10.5.1.108","108.160.162.110","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52065  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896433062 TSecr=0 SACK_PERM"
"23","2014-08-10 12:33:40,153165","10.5.1.108","10.5.18.2","TCP","62","52050  >  8888 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
