"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-10 12:53:35,946805","10.5.1.108","255.255.255.255","DB-LSP-DISC/JSON","253","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"2","2014-08-10 12:53:35,969566","10.5.1.108","17.172.232.159","TCP","62","52804  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3","2014-08-10 12:53:36,169894","10.5.1.108","17.172.232.109","TCP","62","52805  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"4","2014-08-10 12:53:36,330037","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"5","2014-08-10 12:53:36,370920","10.5.1.108","17.172.232.164","TCP","62","52806  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"6","2014-08-10 12:53:36,649664","Apple_a5:4b:dc","Broadcom_72:00:3c","ARP","60","Who has 10.5.1.1? Tell 10.5.1.105"
"7","2014-08-10 12:53:36,649683","Broadcom_72:00:3c","Apple_a5:4b:dc","ARP","60","10.5.1.1 is at 00:10:18:72:00:3c"
"8","2014-08-10 12:53:36,649864","10.5.1.105","8.8.8.8","DNS","83","Standard query 0xa6be A googlemail.l.google.com"
"9","2014-08-10 12:53:36,672580","10.5.1.108","17.172.232.142","TCP","62","52807  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"10","2014-08-10 12:53:36,974241","10.5.1.108","17.172.232.150","TCP","62","52808  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"11","2014-08-10 12:53:37,175270","10.5.1.108","17.172.232.96","TCP","62","52809  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"12","2014-08-10 12:53:37,429109","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"13","2014-08-10 12:53:37,578865","10.5.1.108","17.172.232.132","TCP","62","52810  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"14","2014-08-10 12:53:37,724280","10.5.1.105","8.8.8.8","DNS","83","Standard query 0xa6be A googlemail.l.google.com"
"15","2014-08-10 12:53:37,936936","10.5.1.105","8.8.8.8","DNS","74","Standard query 0x55cc A www.google.com"
"16","2014-08-10 12:53:37,977125","10.5.1.110","10.5.1.1","DNS","87","Standard query 0x58ba A scorebot.defcon.legitbs.net"
"17","2014-08-10 12:53:37,977134","10.5.1.110","10.5.1.1","DNS","87","Standard query 0xa5e6 AAAA scorebot.defcon.legitbs.net"
"18","2014-08-10 12:53:37,977421","10.5.1.1","10.5.1.110","DNS","170","Standard query response 0x58ba A scorebot.defcon.legitbs.net A 10.3.1.5 NS localhost A 127.0.0.1 AAAA ::1"
"19","2014-08-10 12:53:37,977467","10.5.1.1","10.5.1.110","DNS","138","Standard query response 0xa5e6 AAAA scorebot.defcon.legitbs.net SOA defcon-ns.legitbs.net"
"20","2014-08-10 12:53:37,977722","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [SYN] Seq=0 Win=14600 Len=0 MSS=1460"
"21","2014-08-10 12:53:37,978019","10.3.1.5","10.5.1.110","TCP","60","443  >  38604 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"22","2014-08-10 12:53:37,978267","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [ACK] Seq=1 Ack=1 Win=14600 Len=0"
"23","2014-08-10 12:53:37,979114","10.5.1.110","10.3.1.5","TLSv1.2","358","Client Hello"
"24","2014-08-10 12:53:37,979316","10.3.1.5","10.5.1.110","TCP","60","443  >  38604 [ACK] Seq=1 Ack=305 Win=30016 Len=0"
"25","2014-08-10 12:53:37,989652","10.3.1.5","10.5.1.110","TLSv1.2","2972","Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"26","2014-08-10 12:53:37,990051","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [ACK] Seq=305 Ack=2919 Win=18980 Len=0"
"27","2014-08-10 12:53:37,995743","10.5.1.110","10.3.1.5","TCP","1514","38604  >  443 [ACK] Seq=305 Ack=2919 Win=18980 Len=1460 [TCP segment of a reassembled PDU]"
"28","2014-08-10 12:53:37,995837","10.5.1.110","10.3.1.5","TLSv1.2","1289","Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"
"29","2014-08-10 12:53:37,996086","10.3.1.5","10.5.1.110","TCP","60","443  >  38604 [ACK] Seq=2919 Ack=3000 Win=35040 Len=0"
"30","2014-08-10 12:53:37,997135","10.3.1.5","10.5.1.110","TLSv1.2","1640","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"31","2014-08-10 12:53:37,997484","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [ACK] Seq=3000 Ack=4505 Win=23360 Len=0"
"32","2014-08-10 12:53:37,997786","10.5.1.110","10.3.1.5","TLSv1.2","269","Application Data"
"33","2014-08-10 12:53:38,029083","10.3.1.5","10.5.1.110","TLSv1.2","1061","Application Data, Application Data, Application Data"
"34","2014-08-10 12:53:38,029334","10.3.1.5","10.5.1.110","TLSv1.2","1375","Application Data, Application Data"
"35","2014-08-10 12:53:38,029587","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [ACK] Seq=3215 Ack=6833 Win=29200 Len=0"
"36","2014-08-10 12:53:38,037772","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [FIN, ACK] Seq=3215 Ack=6833 Win=29200 Len=0"
"37","2014-08-10 12:53:38,038171","10.3.1.5","10.5.1.110","TCP","60","443  >  38604 [FIN, ACK] Seq=6833 Ack=3216 Win=37960 Len=0"
"38","2014-08-10 12:53:38,038324","10.5.1.110","10.3.1.5","TCP","60","38604  >  443 [ACK] Seq=3216 Ack=6834 Win=29200 Len=0"
"39","2014-08-10 12:53:38,083945","10.5.1.108","173.194.115.16","TCP","62","52796  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"40","2014-08-10 12:53:38,342181","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"41","2014-08-10 12:53:38,565216","10.5.1.108","108.160.167.167","TCP","78","52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897576131 TSecr=0 SACK_PERM"
"42","2014-08-10 12:53:39,014041","10.5.1.105","8.8.8.8","DNS","74","Standard query 0x55cc A www.google.com"
"43","2014-08-10 12:53:39,495061","10.5.1.108","74.125.224.183","TCP","62","52761  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"44","2014-08-10 12:53:39,495066","10.5.1.108","74.125.224.175","TCP","62","52760  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"45","2014-08-10 12:53:39,695938","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897577196 TSecr=0 SACK_PERM"
"46","2014-08-10 12:53:39,796226","10.5.1.108","74.125.224.183","TCP","62","52763  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"47","2014-08-10 12:53:39,796231","10.5.1.108","74.125.224.183","TCP","62","52762  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"48","2014-08-10 12:53:40,363857","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"49","2014-08-10 12:53:40,802402","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897578239 TSecr=0 SACK_PERM"
"50","2014-08-10 12:53:40,804092","10.5.1.105","8.8.8.8","DNS","83","Standard query 0xa6be A googlemail.l.google.com"
"51","2014-08-10 12:53:41,104257","10.5.1.108","173.194.115.16","TCP","62","52798  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"52","2014-08-10 12:53:41,507106","10.5.1.108","173.194.115.16","TCP","62","52800  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"53","2014-08-10 12:53:41,507110","10.5.1.108","173.194.115.16","TCP","62","52799  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"54","2014-08-10 12:53:41,608096","10.5.1.108","173.194.115.16","TCP","62","52801  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"55","2014-08-10 12:53:41,809919","10.5.1.108","173.194.115.16","TCP","62","52802  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"56","2014-08-10 12:53:41,910957","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897579288 TSecr=0 SACK_PERM"
"57","2014-08-10 12:53:42,094058","10.5.1.105","8.8.8.8","DNS","74","Standard query 0x55cc A www.google.com"
"58","2014-08-10 12:53:42,345106","10.5.1.105","8.8.8.8","DNS","80","Standard query 0x5309 A client70.dropbox.com"
"59","2014-08-10 12:53:42,376947","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"60","2014-08-10 12:53:43,018813","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897580324 TSecr=0 SACK_PERM"
"61","2014-08-10 12:53:44,094474","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"62","2014-08-10 12:53:44,227206","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897581405 TSecr=0 SACK_PERM"
"63","2014-08-10 12:53:44,227215","10.5.1.108","17.172.232.192","TCP","62","52803  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"64","2014-08-10 12:53:44,401127","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"65","2014-08-10 12:53:44,628808","10.5.1.108","17.172.232.159","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52804  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"66","2014-08-10 12:53:44,830730","10.5.1.108","17.172.232.109","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52805  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"67","2014-08-10 12:53:44,965161","10.5.1.105","8.8.8.8","DNS","85","Standard query 0x8c35 A init-p01st.push.apple.com"
"68","2014-08-10 12:53:45,032105","10.5.1.108","17.172.232.164","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52806  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"69","2014-08-10 12:53:45,335113","10.5.1.108","17.172.232.142","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52807  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"70","2014-08-10 12:53:45,636377","10.5.1.108","17.172.232.150","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52808  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"71","2014-08-10 12:53:45,838353","10.5.1.108","17.172.232.96","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52809  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"72","2014-08-10 12:53:46,241596","10.5.1.108","17.172.232.132","TCP","62","[TCP Retransmission] [TCP Port numbers reused] 52810  >  5223 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"73","2014-08-10 12:53:46,411573","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"74","2014-08-10 12:53:46,443718","10.5.1.108","108.160.167.167","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52812  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897583465 TSecr=0 SACK_PERM"
"75","2014-08-10 12:53:47,430572","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"76","2014-08-10 12:53:47,451189","10.5.1.108","74.125.224.184","TCP","78","52813  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897584469 TSecr=0 SACK_PERM"
"77","2014-08-10 12:53:47,451192","10.5.1.108","74.125.224.183","TCP","78","52814  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897584469 TSecr=0 SACK_PERM"
"78","2014-08-10 12:53:47,651815","10.5.1.108","74.125.224.191","TCP","78","52815  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897584669 TSecr=0 SACK_PERM"
"79","2014-08-10 12:53:47,651819","10.5.1.108","74.125.224.184","TCP","78","52816  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897584669 TSecr=0 SACK_PERM"
"80","2014-08-10 12:53:48,052818","10.5.1.108","173.194.115.19","TCP","62","52782  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"81","2014-08-10 12:53:48,052821","10.5.1.108","74.125.224.181","TCP","62","52781  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"82","2014-08-10 12:53:48,435546","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"83","2014-08-10 12:53:48,454119","10.5.1.108","74.125.224.183","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52814  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897585469 TSecr=0 SACK_PERM"
"84","2014-08-10 12:53:48,454121","10.5.1.108","74.125.224.184","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52813  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897585469 TSecr=0 SACK_PERM"
"85","2014-08-10 12:53:48,465548","10.5.1.110","10.5.1.1","DNS","87","Standard query 0x63fa A scorebot.defcon.legitbs.net"
"86","2014-08-10 12:53:48,465550","10.5.1.110","10.5.1.1","DNS","87","Standard query 0xbecf AAAA scorebot.defcon.legitbs.net"
"87","2014-08-10 12:53:48,465847","10.5.1.1","10.5.1.110","DNS","138","Standard query response 0xbecf AAAA scorebot.defcon.legitbs.net SOA defcon-ns.legitbs.net"
"88","2014-08-10 12:53:48,465852","10.5.1.1","10.5.1.110","DNS","170","Standard query response 0x63fa A scorebot.defcon.legitbs.net A 10.3.1.5 NS localhost A 127.0.0.1 AAAA ::1"
"89","2014-08-10 12:53:48,466144","10.5.1.110","10.3.1.5","TCP","60","38612  >  443 [SYN] Seq=0 Win=14600 Len=0 MSS=1460"
"90","2014-08-10 12:53:48,466448","10.3.1.5","10.5.1.110","TCP","60","443  >  38612 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"91","2014-08-10 12:53:48,466693","10.5.1.110","10.3.1.5","TCP","60","38612  >  443 [ACK] Seq=1 Ack=1 Win=14600 Len=0"
"92","2014-08-10 12:53:48,467447","10.5.1.110","10.3.1.5","TLSv1.2","358","Client Hello"
"93","2014-08-10 12:53:48,467691","10.3.1.5","10.5.1.110","TCP","60","443  >  38612 [ACK] Seq=1 Ack=305 Win=30016 Len=0"
"94","2014-08-10 12:53:48,469842","10.3.1.5","10.5.1.110","TLSv1.2","2972","Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"95","2014-08-10 12:53:48,470239","10.5.1.110","10.3.1.5","TCP","60","38612  >  443 [ACK] Seq=305 Ack=2919 Win=18980 Len=0"
"96","2014-08-10 12:53:48,475978","10.5.1.110","10.3.1.5","TCP","1514","38612  >  443 [ACK] Seq=305 Ack=2919 Win=18980 Len=1460 [TCP segment of a reassembled PDU]"
"97","2014-08-10 12:53:48,476077","10.5.1.110","10.3.1.5","TLSv1.2","1289","Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"
"98","2014-08-10 12:53:48,476381","10.3.1.5","10.5.1.110","TCP","60","443  >  38612 [ACK] Seq=2919 Ack=3000 Win=35040 Len=0"
"99","2014-08-10 12:53:48,477426","10.3.1.5","10.5.1.110","TLSv1.2","1640","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"100","2014-08-10 12:53:48,477779","10.5.1.110","10.3.1.5","TCP","60","38612  >  443 [ACK] Seq=3000 Ack=4505 Win=23360 Len=0"
"101","2014-08-10 12:53:48,478125","10.5.1.110","10.3.1.5","TLSv1.2","269","Application Data"
