"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 13:50:30,166974","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"2","2014-08-08 13:50:30,260790","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"3","2014-08-08 13:50:30,262320","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=1216949 TSecr=1890188890"
"4","2014-08-08 13:50:30,561721","10.5.1.103","50.19.128.88","TLSv1.2","167","Application Data"
"5","2014-08-08 13:50:30,653168","50.19.128.88","10.5.1.103","TLSv1.2","167","Application Data"
"6","2014-08-08 13:50:30,655175","10.5.1.103","50.19.128.88","TCP","66","55792  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=1005531168 TSecr=1890188988"
"7","2014-08-08 13:50:30,826874","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"8","2014-08-08 13:50:31,765056","10.5.1.108","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"9","2014-08-08 13:50:31,765106","fe80::426c:8fff:fe37:7edb","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"10","2014-08-08 13:50:31,814730","10.5.1.104","66.175.209.17","NTP","90","NTP Version 3, client"
"11","2014-08-08 13:50:31,814734","10.5.1.104","76.73.0.4","NTP","90","NTP Version 3, client"
"12","2014-08-08 13:50:31,814736","10.5.1.104","149.20.68.17","NTP","90","NTP Version 3, client"
"13","2014-08-08 13:50:31,814775","10.5.1.104","199.102.46.74","NTP","90","NTP Version 3, client"
"14","2014-08-08 13:50:32,006365","10.5.12.2","10.5.1.2","TCP","74","49231  >  4444 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1364643 TSecr=0 WS=128"
"15","2014-08-08 13:50:32,006865","10.5.1.2","10.5.12.2","TCP","74","4444  >  49231 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=1975683 TSecr=1364643 WS=128"
"16","2014-08-08 13:50:32,007712","10.5.12.2","10.5.1.2","TCP","66","49231  >  4444 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1364644 TSecr=1975683"
"17","2014-08-08 13:50:32,019095","10.5.12.2","10.5.1.2","TCP","80","49231  >  4444 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=14 TSval=1364647 TSecr=1975683"
"18","2014-08-08 13:50:32,019597","10.5.1.2","10.5.12.2","TCP","66","4444  >  49231 [ACK] Seq=1 Ack=15 Win=14592 Len=0 TSval=1975685 TSecr=1364647"
"19","2014-08-08 13:50:32,019949","10.5.12.2","10.5.1.2","TCP","1514","49231  >  4444 [ACK] Seq=15 Ack=1 Win=29312 Len=1448 TSval=1364647 TSecr=1975683"
"20","2014-08-08 13:50:32,020441","10.5.1.2","10.5.12.2","TCP","66","4444  >  49231 [ACK] Seq=1 Ack=1463 Win=17408 Len=0 TSval=1975685 TSecr=1364647"
"21","2014-08-08 13:50:32,020599","10.5.12.2","10.5.1.2","TCP","1514","49231  >  4444 [ACK] Seq=1463 Ack=1 Win=29312 Len=1448 TSval=1364647 TSecr=1975683"
"22","2014-08-08 13:50:32,020740","10.5.12.2","10.5.1.2","TCP","639","49231  >  4444 [PSH, ACK] Seq=2911 Ack=1 Win=29312 Len=573 TSval=1364647 TSecr=1975685"
"23","2014-08-08 13:50:32,020894","10.5.1.2","10.5.12.2","TCP","66","4444  >  49231 [RST, ACK] Seq=1 Ack=1463 Win=17408 Len=0 TSval=1975685 TSecr=1364647"
"24","2014-08-08 13:50:32,021243","10.5.1.2","10.5.12.2","TCP","60","4444  >  49231 [RST] Seq=1 Win=0 Len=0"
"25","2014-08-08 13:50:32,021247","10.5.1.2","10.5.12.2","TCP","60","4444  >  49231 [RST] Seq=1 Win=0 Len=0"
"26","2014-08-08 13:50:32,141480","10.5.1.110","50.19.128.88","TLSv1.2","167","Application Data"
"27","2014-08-08 13:50:32,145603","10.5.15.2","10.5.1.2","TCP","74","56315  >  8888 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1364678 TSecr=0 WS=128"
"28","2014-08-08 13:50:32,146053","10.5.1.2","10.5.15.2","TCP","74","8888  >  56315 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=1975711 TSecr=1364678 WS=128"
