"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-10 12:38:36,253570","Broadcom_72:00:3c","Apple_37:7e:db","ARP","60","Who has 10.5.1.108? Tell 10.5.1.1"
"2","2014-08-10 12:38:36,253973","Apple_37:7e:db","Broadcom_72:00:3c","ARP","60","10.5.1.108 is at 40:6c:8f:37:7e:db"
"3","2014-08-10 12:38:36,355307","10.5.1.108","184.51.102.40","TCP","78","52294  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896716413 TSecr=0 SACK_PERM"
"4","2014-08-10 12:38:36,555984","10.5.1.108","184.51.102.59","TCP","78","52295  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896716613 TSecr=0 SACK_PERM"
"5","2014-08-10 12:38:37,075290","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"6","2014-08-10 12:38:37,428272","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"7","2014-08-10 12:38:37,853388","10.5.1.104","10.5.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"8","2014-08-10 12:38:37,853980","10.5.1.104","10.5.1.255","BROWSER","216","Get Backup List Request"
"9","2014-08-10 12:38:37,854030","10.5.1.104","10.5.1.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>"
"10","2014-08-10 12:38:38,364154","10.5.1.108","184.51.102.40","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52294  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896718416 TSecr=0 SACK_PERM"
"11","2014-08-10 12:38:38,566329","10.5.1.108","184.51.102.59","TCP","78","[TCP Retransmission] [TCP Port numbers reused] 52295  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896718618 TSecr=0 SACK_PERM"
"12","2014-08-10 12:38:38,978512","Xensourc_ef:36:38","Broadcast","ARP","60","Who has 10.5.1.1? Tell 10.5.1.2"
"13","2014-08-10 12:38:38,978560","Broadcom_72:00:3c","Xensourc_ef:36:38","ARP","60","10.5.1.1 is at 00:10:18:72:00:3c"
"14","2014-08-10 12:38:38,978959","10.5.1.2","10.5.1.1","DNS","83","Standard query 0x87ee PTR 107.1.5.10.in-addr.arpa"
"15","2014-08-10 12:38:38,979311","10.5.1.1","10.5.1.2","DNS","133","Standard query response 0x87ee No such name PTR 107.1.5.10.in-addr.arpa SOA 10.IN-ADDR.ARPA"
"16","2014-08-10 12:38:39,086035","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"17","2014-08-10 12:38:39,157373","10.5.1.104","10.5.1.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>"
"18","2014-08-10 12:38:39,168654","10.5.1.2","10.5.1.1","DNS","83","Standard query 0xff89 PTR 107.1.5.10.in-addr.arpa"
"19","2014-08-10 12:38:39,169004","10.5.1.1","10.5.1.2","DNS","133","Standard query response 0xff89 No such name PTR 107.1.5.10.in-addr.arpa SOA 10.IN-ADDR.ARPA"
"20","2014-08-10 12:38:39,353712","10.5.1.2","10.5.1.1","DNS","83","Standard query 0xfa76 PTR 107.1.5.10.in-addr.arpa"
"21","2014-08-10 12:38:39,354107","10.5.1.1","10.5.1.2","DNS","133","Standard query response 0xfa76 No such name PTR 107.1.5.10.in-addr.arpa SOA 10.IN-ADDR.ARPA"
"22","2014-08-10 12:38:40,448585","10.5.1.105","8.8.8.8","DNS","81","Standard query 0xae03 A init.itunes.apple.com"
"23","2014-08-10 12:38:40,660090","10.5.1.105","8.8.8.8","DNS","75","Standard query 0xdcec A ssl.gstatic.com"
"24","2014-08-10 12:38:41,099130","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"25","2014-08-10 12:38:41,155638","10.5.1.104","10.5.1.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>"
