"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-08 14:05:29,947547","10.5.1.2","50.19.128.88","TCP","66","59338  >  443 [ACK] Seq=1 Ack=1 Win=331 Len=0 TSval=2155271 TSecr=1890413811"
"2","2014-08-08 14:05:29,975616","10.5.1.105","10.5.1.255","DB-LSP-DISC/JSON","229","Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
"3","2014-08-08 14:05:30,080530","10.5.1.108","50.19.128.88","TLSv1.2","167","Application Data"
"4","2014-08-08 14:05:30,175874","50.19.128.88","10.5.1.108","TLSv1.2","167","Application Data"
"5","2014-08-08 14:05:30,176284","10.5.1.108","50.19.128.88","TCP","66","49312  >  443 [ACK] Seq=102 Ack=102 Win=8185 Len=0 TSval=473802611 TSecr=1890413868"
"6","2014-08-08 14:05:30,452282","10.5.1.107","50.19.128.88","TLSv1.2","167","Application Data"
"7","2014-08-08 14:05:30,549770","50.19.128.88","10.5.1.107","TLSv1.2","167","Application Data"
"8","2014-08-08 14:05:30,550007","10.5.1.107","50.19.128.88","TCP","66","33110  >  443 [ACK] Seq=102 Ack=102 Win=331 Len=0 TSval=1442021 TSecr=1890413961"
"9","2014-08-08 14:05:30,976121","HewlettP_4f:37:c4","Broadcom_72:00:3c","ARP","60","Who has 10.5.1.1? Tell 10.5.1.102"
"10","2014-08-08 14:05:30,976216","Broadcom_72:00:3c","HewlettP_4f:37:c4","ARP","60","10.5.1.1 is at 00:10:18:72:00:3c"
"11","2014-08-08 14:05:31,175441","10.5.15.2","10.5.1.2","TCP","74","56779  >  4444 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1589435 TSecr=0 WS=128"
"12","2014-08-08 14:05:31,175943","10.5.1.2","10.5.15.2","TCP","74","4444  >  56779 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2155516 TSecr=1589435 WS=128"
"13","2014-08-08 14:05:31,176479","10.5.15.2","10.5.1.2","TCP","66","56779  >  4444 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1589436 TSecr=2155516"
"14","2014-08-08 14:05:31,203535","10.5.15.2","10.5.1.2","TCP","67","56779  >  4444 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=1 TSval=1589443 TSecr=2155516"
"15","2014-08-08 14:05:31,203934","10.5.1.2","10.5.15.2","TCP","66","4444  >  56779 [ACK] Seq=1 Ack=2 Win=14592 Len=0 TSval=2155522 TSecr=1589443"
"16","2014-08-08 14:05:31,204491","10.5.15.2","10.5.1.2","TCP","547","56779  >  4444 [PSH, ACK] Seq=2 Ack=1 Win=29312 Len=481 TSval=1589443 TSecr=2155522"
"17","2014-08-08 14:05:31,204882","10.5.1.2","10.5.15.2","TCP","66","4444  >  56779 [ACK] Seq=1 Ack=483 Win=17408 Len=0 TSval=2155522 TSecr=1589443"
"18","2014-08-08 14:05:31,205232","10.5.1.2","10.5.15.2","TCP","66","4444  >  56779 [RST, ACK] Seq=1 Ack=483 Win=17408 Len=0 TSval=2155522 TSecr=1589443"
"19","2014-08-08 14:05:31,388980","10.5.3.2","10.5.1.2","TCP","74","35633  >  8888 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1589489 TSecr=0 WS=128"
"20","2014-08-08 14:05:31,389436","10.5.1.2","10.5.3.2","TCP","74","8888  >  35633 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=2155559 TSecr=1589489 WS=128"
"21","2014-08-08 14:05:31,390481","10.5.3.2","10.5.1.2","TCP","66","35633  >  8888 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1589489 TSecr=2155559"
"22","2014-08-08 14:05:31,395570","10.5.3.2","10.5.1.2","TCP","160","35633  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=29312 Len=94 TSval=1589491 TSecr=2155559"
"23","2014-08-08 14:05:31,396022","10.5.1.2","10.5.3.2","TCP","66","8888  >  35633 [ACK] Seq=1 Ack=95 Win=14592 Len=0 TSval=2155560 TSecr=1589491"
"24","2014-08-08 14:05:31,396520","10.5.3.2","10.5.1.2","TCP","1514","35633  >  8888 [ACK] Seq=95 Ack=1 Win=29312 Len=1448 TSval=1589491 TSecr=2155559"
"25","2014-08-08 14:05:31,396722","10.5.3.2","10.5.1.2","TCP","334","35633  >  8888 [PSH, ACK] Seq=1543 Ack=1 Win=29312 Len=268 TSval=1589491 TSecr=2155560"
"26","2014-08-08 14:05:31,397167","10.5.1.2","10.5.3.2","TCP","66","8888  >  35633 [ACK] Seq=1 Ack=1543 Win=17408 Len=0 TSval=2155561 TSecr=1589491"
"27","2014-08-08 14:05:31,397170","10.5.1.2","10.5.3.2","TCP","66","8888  >  35633 [ACK] Seq=1 Ack=1811 Win=20352 Len=0 TSval=2155561 TSecr=1589491"
"28","2014-08-08 14:05:31,397916","10.5.3.2","10.5.1.2","TCP","1126","35633  >  8888 [PSH, ACK] Seq=1811 Ack=1 Win=29312 Len=1060 TSval=1589491 TSecr=2155561"
"29","2014-08-08 14:05:31,398415","10.5.1.2","10.5.3.2","TCP","66","8888  >  35633 [ACK] Seq=1 Ack=2871 Win=23168 Len=0 TSval=2155561 TSecr=1589491"
"30","2014-08-08 14:05:31,490028","10.5.1.2","10.5.3.2","TCP","113","8888  >  35633 [PSH, ACK] Seq=1 Ack=2871 Win=23168 Len=47 TSval=2155579 TSecr=1589491"
