"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2014-08-10 12:43:36,754020","10.5.1.108","184.51.102.59","TCP","78","52410  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896999385 TSecr=0 SACK_PERM"
"2","2014-08-10 12:43:37,055036","10.5.1.108","184.51.102.40","TCP","78","52411  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=896999671 TSecr=0 SACK_PERM"
"3","2014-08-10 12:43:37,427280","fe80::f2de:f1ff:fe6c:7c3e","ff02::2","ICMPv6","62","Router Solicitation"
"4","2014-08-10 12:43:37,436564","10.5.1.106","10.5.1.1","DNS","71","Standard query 0xcd76 A twitter.com"
"5","2014-08-10 12:43:37,450047","Broadcom_72:00:3c","Broadcast","ARP","60","Who has 10.5.1.106? Tell 10.5.1.1"
"6","2014-08-10 12:43:37,450245","WistronI_6c:7c:3e","Broadcom_72:00:3c","ARP","60","10.5.1.106 is at f0:de:f1:6c:7c:3e"
"7","2014-08-10 12:43:37,450342","10.5.1.1","10.5.1.106","DNS","285","Standard query response 0xcd76 A twitter.com A 199.16.156.230 A 199.16.156.6 A 199.16.156.70 A 199.16.156.38 NS ns3.p34.dynect.net NS ns1.p34.dynect.net NS ns2.p34.dynect.net NS ns4.p34.dynect.net A 208.78.70.34 A 204.13.250.34 A 208.78.71.34 A 204.13.251.34"
"8","2014-08-10 12:43:37,961022","10.5.1.108","108.160.167.163","TCP","78","52409  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=897000488 TSecr=0 SACK_PERM"
"9","2014-08-10 12:43:38,345544","Cisco_45:7e:30","PVST+","STP","64","RST. Root = 32768/501/70:ca:9b:45:7e:00  Cost = 0  Port = 0x8030"
"10","2014-08-10 12:43:38,953664","10.5.1.110","10.5.1.1","DNS","87","Standard query 0x3622 A scorebot.defcon.legitbs.net"
"11","2014-08-10 12:43:38,953668","10.5.1.110","10.5.1.1","DNS","87","Standard query 0xa772 AAAA scorebot.defcon.legitbs.net"
"12","2014-08-10 12:43:38,953964","10.5.1.1","10.5.1.110","DNS","138","Standard query response 0xa772 AAAA scorebot.defcon.legitbs.net SOA defcon-ns.legitbs.net"
